simNo:int,simPar_EleakVal:decimal,simParPer_gBarP:int,simParPer_gBarK2:int,simParPer_gBarLeak:int,simParPer_gBarSynS:int,simParPer_gBarCaS:int,simParPer_gBarSynG:int,simParPer_gBarh:int,meanPeriod_L:decimal,meanPeriod_R:decimal,spkFreq_L:decimal,spkFreq_R:decimal,meanDutyCycle_L:decimal,meanDutyCycle_R:decimal,meanPhase_L:decimal,meanPhase_R:decimal
7406341,-0.07,100,150,0,125,25,125,125,27.964,26.8074,24.47649609,24.42979739,0.445015,0.5183457,0.5514709,0.4713381
7406342,-0.065,100,150,0,125,25,125,125,27.964,26.8074,24.47649609,24.42979739,0.445015,0.5183457,0.5514709,0.4713381
7406343,-0.06,100,150,0,125,25,125,125,27.964,26.8074,24.47649609,24.42979739,0.445015,0.5183457,0.5514709,0.4713381
7406344,-0.055,100,150,0,125,25,125,125,27.964,26.8074,24.47649609,24.42979739,0.445015,0.5183457,0.5514709,0.4713381
7406345,-0.05,100,150,0,125,25,125,125,27.964,26.8074,24.47649609,24.42979739,0.445015,0.5183457,0.5514709,0.4713381
7409781,-0.07,100,100,75,150,25,125,125,9.995143,10.00061,13.52460647,13.67113142,0.6896447,0.2898354,0.4422925,0.5574659
7410792,-0.065,150,125,150,150,25,125,125,17.23207,17.36793,13.56574894,12.10950401,0.1763668,0.8155762,0.4302699,0.5663423
7413352,-0.065,150,125,150,175,25,125,125,17.80523,17.80727,14.27955198,12.07746429,0.1910723,0.7975469,0.556628,0.4433082
7420346,-0.07,125,100,100,50,50,125,125,12.39249,12.22935,17.80874857,19.21126197,0.2844056,0.7125571,0.4534504,0.5531878
7422774,-0.055,50,25,100,75,50,125,125,25.2536,25.2805,10.77075418,12.816405,0.7891311,0.1913174,0.4287138,0.5708295
7425141,-0.07,100,100,75,100,50,125,125,11.92088,11.95838,16.05428661,15.82268921,0.2615463,0.7284355,0.4144359,0.5843922
7426152,-0.065,150,125,150,100,50,125,125,11.58699,11.58929,15.30145297,16.26997244,0.2712341,0.7221485,0.4372349,0.5627168
7427511,-0.07,150,175,50,125,50,125,125,27.73595,26.5587,25.37098744,25.03249055,0.4700326,0.4906791,0.5550535,0.4685057
7428111,-0.07,150,150,100,125,50,125,125,15.22203,15.14228,19.83526044,19.08436249,0.2234592,0.7670942,0.4497202,0.5526616
7428712,-0.065,150,125,150,125,50,125,125,16.44033,16.32275,15.02926152,14.38073679,0.2012005,0.791061,0.4239114,0.5795439
7430671,-0.07,150,150,100,150,50,125,125,16.11478,16.10747,19.8088249,18.86697525,0.2340191,0.7636404,0.4438648,0.5563721
7431637,-0.065,175,150,175,150,50,125,125,11.23007,11.26392,15.71184538,16.53120997,0.2802509,0.7046639,0.5583014,0.440016
7432821,-0.07,100,100,75,175,50,125,125,13.0953,13.07828,16.1272934,15.0371455,0.3472664,0.6427741,0.554143,0.4465789
7440826,-0.07,125,100,100,50,75,125,125,13.3602,13.33661,20.63001672,20.99395087,0.3107009,0.6788935,0.4423833,0.5585405
7440918,-0.06,175,150,100,50,75,125,125,23.149,24.2923,35.82790252,35.06276908,0.2144412,0.8388172,0.4200302,0.559225
7443342,-0.065,100,75,100,75,75,125,125,25.4648,24.38185,14.73686634,15.03257057,0.4824464,0.4774781,0.5544411,0.4691378
7462315,-0.05,150,125,175,50,100,125,125,26.2816,27.78585,31.61200279,30.96164554,0.5728228,0.6106274,0.4285365,0.5469359
7463177,-0.065,75,75,50,75,100,125,125,32.72415,34.77835,20.32342591,20.3298904,0.547238,0.4939539,0.4344686,0.5382584
7482154,-0.055,150,125,125,50,125,125,125,31.3583,26.75985,34.77242136,34.04379548,0.1781889,0.70935,0.69415,0.4076417
7482753,-0.06,150,100,175,50,125,125,125,25.60245,27.02205,24.20280636,24.92976591,0.5363315,0.5286572,0.4260872,0.5502872
7484756,-0.07,175,150,125,75,125,125,125,25.1371,23.4698,23.63929889,23.93049751,0.4876696,0.4339534,0.6024892,0.4374729
7503491,-0.07,50,75,0,75,150,125,125,26.3681,25.1759,31.33583504,27.92829079,0.4767731,0.4848963,0.5710779,0.4547427
7503492,-0.065,50,75,0,75,150,125,125,26.3681,25.1759,31.33583504,27.92829079,0.4767731,0.4848963,0.5710779,0.4547427
7503493,-0.06,50,75,0,75,150,125,125,26.3681,25.1759,31.33583504,27.92829079,0.4767731,0.4848963,0.5710779,0.4547427
7503494,-0.055,50,75,0,75,150,125,125,26.3681,25.1759,31.33583504,27.92829079,0.4767731,0.4848963,0.5710779,0.4547427
7503495,-0.05,50,75,0,75,150,125,125,26.3681,25.1759,31.33583504,27.92829079,0.4767731,0.4848963,0.5710779,0.4547427
7511492,-0.065,50,75,25,150,150,125,125,26.3373,28.1632,21.42327026,23.37864133,0.4907147,0.5279372,0.3991769,0.5731491
7561428,-0.06,125,75,125,25,25,125,150,34.55895,26.8014,28.1805594,29.78043884,0.383264,0.5887491,0.7611263,0.409726
7569599,-0.055,175,175,150,100,25,125,150,28.44015,30.1132,26.56083995,26.51376841,0.5243749,0.5430907,0.425076,0.549918
7576636,-0.07,175,175,100,175,25,125,150,27.95015,26.384,20.95588378,20.92546245,0.4710601,0.4372498,0.5928839,0.4403375
7577237,-0.065,175,150,150,175,25,125,150,25.5399,24.7391,19.03141021,18.9088593,0.4777309,0.4659547,0.5540339,0.4633378
7581863,-0.06,100,50,125,25,50,125,150,33.504,31.2482,23.86994648,23.68366438,0.4485614,0.4804821,0.5933078,0.4466392
7587071,-0.07,150,100,125,75,50,125,150,26.3204,28.8205,19.43579044,20.02036084,0.4958283,0.5875783,0.3630749,0.6024377
7588294,-0.055,50,75,25,100,50,125,150,23.2191,25.2869,17.0301417,17.05937912,0.5589235,0.5182367,0.3984395,0.5660771
7589026,-0.07,125,125,75,100,50,125,150,28.2196,33.4133,18.46818231,18.45348757,0.6641448,0.4674636,0.3323976,0.606426
7589627,-0.065,125,100,125,100,50,125,150,15.95978,16.20642,14.50771784,15.47087354,0.7625907,0.2215429,0.4214349,0.5715109
7591541,-0.07,100,100,75,125,50,125,150,12.04719,12.09385,15.75435412,16.44055829,0.2337168,0.7536382,0.3988877,0.599908
7592187,-0.065,125,100,125,125,50,125,150,24.1098,28.5615,12.79823152,12.65851229,0.6038084,0.5844651,0.2928838,0.6530374
7594101,-0.07,100,100,75,150,50,125,150,12.28663,12.28219,15.90886145,16.0449436,0.25568,0.7378107,0.4115252,0.588667
7594511,-0.07,150,150,100,150,50,125,150,14.99682,15.02016,19.74534489,19.04285994,0.2251788,0.7864408,0.5604324,0.4387007
7596661,-0.07,100,100,75,175,50,125,150,12.51545,12.5145,16.620246,16.0529288,0.2899504,0.6985069,0.4244531,0.5755932
7597672,-0.065,150,125,150,175,50,125,150,16.59623,16.56683,16.0703883,14.6031946,0.2291676,0.7695552,0.4229386,0.5798706
7603077,-0.065,175,100,175,25,75,125,150,28.3802,10.73355,26.18539398,26.71136297,0.50321,0.004872572,0.06762907,0.9744223
7604666,-0.07,125,100,100,50,75,125,150,11.77672,11.77415,21.10455638,23.51289034,0.2970815,0.6974965,0.4371495,0.5630331
7613077,-0.065,175,150,150,125,75,125,150,31.84025,34.67085,20.04147384,19.91607184,0.4919182,0.6089352,0.3760464,0.590523
7622911,-0.07,150,100,125,25,100,125,150,13.57782,13.59926,27.40256864,28.29577023,0.3197321,0.681868,0.446447,0.5529708
7625103,-0.06,100,75,100,50,100,125,150,28.236,26.3518,23.63629161,24.07323647,0.4607876,0.5096768,0.5678056,0.4700843
7630676,-0.07,175,150,125,100,100,125,150,24.222,25.2818,23.24170954,23.43892769,0.5219676,0.5107785,0.44748,0.5329411
7631277,-0.065,175,125,175,100,100,125,150,25.0426,24.19785,22.13640947,21.68425273,0.4875692,0.4839604,0.5505716,0.4680005
7635707,-0.065,125,100,125,150,100,125,150,27.0374,28.37,15.96938381,16.50511441,0.5300917,0.5245259,0.4366126,0.5418679
7645719,-0.055,175,150,100,50,125,125,150,23.54655,27.3953,40.1300029,40.91399383,0.6774581,0.1495695,0.4817542,0.4395018
7665877,-0.065,175,150,75,50,150,125,150,31.7287,29.69095,39.2165131,39.31445019,0.4649639,0.4372107,0.6031366,0.4355993
7668478,-0.06,175,175,75,75,150,125,150,27.966,30.2193,34.59869697,34.16878479,0.5296682,0.5785177,0.3968805,0.5711417
7671636,-0.07,175,150,125,100,150,125,150,28.23305,26.2236,25.15045361,25.3100666,0.4515276,0.478241,0.5938696,0.4483982
7686221,-0.07,100,75,75,50,175,125,150,25.14375,26.3854,27.38926605,28.00134709,0.4974755,0.5371493,0.4281516,0.5507054
7715664,-0.055,100,75,175,125,0,125,175,26.6483,24.953,11.54021818,11.61023474,0.4652642,0.5041518,0.5614555,0.4742629
7729417,-0.065,75,75,50,75,25,125,175,25.2393,27.65795,16.77916625,16.74751006,0.5733202,0.507214,0.3956005,0.5664896
7730062,-0.065,100,75,100,75,25,125,175,12.90773,12.9139,14.91345382,13.94539174,0.2190477,0.7687084,0.4373957,0.56241
7731976,-0.07,75,75,50,100,25,125,175,15.44305,15.3635,15.54979637,13.98104826,0.1753728,0.818366,0.4374883,0.565134
7732386,-0.07,125,125,75,100,25,125,175,26.7789,27.98255,19.80037984,17.84089701,0.09359981,0.9486591,0.4037391,0.5781137
7749665,-0.05,100,125,25,75,50,125,175,31.10755,29.6865,27.76990847,27.66007533,0.466517,0.4605561,0.573808,0.4524046
7752866,-0.07,125,125,75,100,50,125,175,19.3267,19.5642,21.35366908,19.56130351,0.1865251,0.8182463,0.4385624,0.5568342
7753467,-0.065,125,100,125,100,50,125,175,14.9176,14.81016,16.12815787,15.68611192,0.199228,0.795489,0.5933411,0.4110038
7753832,-0.065,150,125,150,100,50,125,175,9.769571,9.767514,16.17630267,17.67809855,0.269252,0.7273083,0.4427976,0.5574602
7754693,-0.06,50,75,25,125,50,125,175,30.2345,27.98155,15.37910234,15.17961983,0.4433644,0.4477736,0.6184897,0.4275976
7755381,-0.07,100,100,75,125,50,125,175,9.485475,9.438887,16.7251894,18.57914143,0.2888943,0.6946502,0.4423165,0.560116
7755791,-0.07,150,150,100,125,50,125,175,11.6043,11.60349,19.98259795,21.02082282,0.2309002,0.766715,0.4423333,0.5583878
7756392,-0.065,150,125,150,125,50,125,175,14.26132,14.3328,15.67494468,15.55798721,0.1841801,0.8094155,0.3996622,0.5988727
7757941,-0.07,100,100,75,150,50,125,175,11.87107,11.86953,16.76429483,16.64973159,0.245099,0.740945,0.5925943,0.4074832
7758351,-0.07,150,150,100,150,50,125,175,12.52731,12.56814,20.24487313,20.65557456,0.2337366,0.7680471,0.4347697,0.5639391
7767586,-0.07,125,125,25,50,75,125,175,29.19,27.7575,34.11393911,33.95914228,0.4373279,0.5242115,0.5572296,0.4701165
7769432,-0.065,150,75,175,50,75,125,175,26.0652,27.23725,19.06663903,19.27817337,0.5254631,0.5018789,0.4472111,0.5326796
7771385,-0.05,100,100,125,75,75,125,175,29.9935,28.0821,24.84712787,24.85725959,0.4520013,0.4829767,0.5853871,0.4519179
7771391,-0.07,150,100,125,75,75,125,175,30.46585,28.7606,22.22345686,21.61297863,0.4664764,0.4678692,0.576956,0.4553377
7773494,-0.055,50,25,100,100,75,125,175,17.8559,17.82875,16.57159395,17.10784384,0.5990303,0.3875013,0.5549208,0.4459252
7775539,-0.055,75,100,50,125,75,125,175,22.3362,23.14555,20.6052801,20.79512341,0.5267055,0.5246754,0.4473646,0.5364252
7786431,-0.07,150,100,100,25,100,125,175,14.51624,14.6126,35.59641798,38.70615088,0.2714814,0.7481472,0.4427311,0.5543621
7786751,-0.07,150,100,125,25,100,125,175,12.41066,12.43091,27.78152922,31.42729599,0.2888672,0.7168939,0.4378411,0.5615649
7787791,-0.07,150,150,0,50,100,125,175,27.981,29.4529,42.55190628,42.90660379,0.5750366,0.5083302,0.4420685,0.5346771
7787792,-0.065,150,150,0,50,100,125,175,27.981,29.4529,42.55190628,42.90660379,0.5750366,0.5083302,0.4420685,0.5346771
7787793,-0.06,150,150,0,50,100,125,175,27.981,29.4529,42.55190628,42.90660379,0.5750366,0.5083302,0.4420685,0.5346771
7787794,-0.055,150,150,0,50,100,125,175,27.981,29.4529,42.55190628,42.90660379,0.5750366,0.5083302,0.4420685,0.5346771
7787795,-0.05,150,150,0,50,100,125,175,27.981,29.4529,42.55190628,42.90660379,0.5750366,0.5083302,0.4420685,0.5346771
7791911,-0.07,150,125,125,75,100,125,175,11.93066,11.95084,21.352569,23.38196329,0.306757,0.6788082,0.4309698,0.568312
7793095,-0.05,50,75,25,100,100,125,175,26.0061,27.17415,21.0541195,21.37071293,0.5396888,0.5045273,0.4459275,0.5340439
7794380,-0.05,75,75,125,100,100,125,175,24.1816,25.0317,21.69334191,21.4842622,0.4916259,0.5470983,0.4478122,0.5364451
7796298,-0.06,75,75,75,125,100,125,175,27.37785,26.3287,17.91121157,17.99338685,0.5028554,0.4365464,0.5697034,0.4521283
7801739,-0.055,75,75,100,175,100,125,175,26.7397,28.87685,20.38053263,20.33903212,0.5509448,0.5189313,0.4102317,0.5569808
7802797,-0.065,175,125,175,175,100,125,175,29.6904,30.85555,23.31268559,23.12484167,0.5086055,0.5244211,0.4490716,0.5333054
7807231,-0.07,150,100,125,25,125,125,175,12.80556,12.87741,30.32773885,32.91178725,0.3175502,0.6856793,0.4380105,0.5596898
7808413,-0.06,50,50,25,50,125,125,175,21.2759,22.83315,33.23458957,29.203115,0.5323159,0.5341926,0.428548,0.5400853
7809559,-0.055,175,150,100,50,125,125,175,25.97715,22.6807,40.17560922,40.01178965,0.1466674,0.7565728,0.6669966,0.417644
7809834,-0.055,150,125,125,50,125,125,175,25.7846,27.91265,34.26621319,35.51872133,0.91161,0.1644237,0.443351,0.5200585
7813037,-0.065,175,125,175,75,125,125,175,24.06825,23.1619,21.46925476,21.44973976,0.4890925,0.4634033,0.5552934,0.4656176
7817877,-0.065,175,150,150,125,125,125,175,29.25815,27.68625,22.2906922,22.06114088,0.4655968,0.474062,0.5758147,0.4551211
7830500,-0.05,75,50,150,50,150,125,175,15.98964,15.41611,31.81985644,31.325368,0.5085064,0.4564178,0.5565853,0.4654612
7955384,-0.055,100,100,100,75,100,150,0,28.9601,27.4784,23.20730117,23.4588723,0.4750778,0.4992904,0.5550396,0.4733582
7977689,-0.055,25,50,50,100,125,150,0,14.9577,15.5578,10.54539939,10.77958512,0.4749527,0.4775932,0.4391109,0.543272
8075107,-0.065,125,125,50,50,50,150,25,7.707,25.6833,30.00166676,28.58579329,0.0134553,0.652276,-0.5664225,2.887583
8077296,-0.07,75,100,25,75,50,150,25,25.57915,27.4781,18.90101855,18.35775739,0.5147708,0.5738606,0.4050098,0.564923
8093218,-0.06,75,50,75,25,75,150,25,28.1051,29.3514,23.75143606,23.2745992,0.5740168,0.5009471,0.4477265,0.5324194
8095314,-0.055,150,150,25,50,75,150,25,30.28915,9.51175,38.1883298,38.76392889,0.5686029,0.004068652,2.503367,0.2138637
8118347,-0.065,125,150,25,75,100,150,25,22.9159,23.933,31.31095148,30.83738888,0.5168027,0.5352066,0.4426963,0.5376551
8149061,-0.07,100,150,25,175,125,150,25,28.4194,27.1102,25.07058159,24.44573189,0.4618922,0.4875324,0.5623898,0.4635179
8166936,-0.07,75,125,25,150,150,150,25,22.6518,23.86475,22.83257745,22.72955444,0.4808978,0.5631737,0.4121434,0.5657873
8208954,-0.055,150,175,100,150,0,150,50,30.1462,29.2142,23.95407996,23.95563979,0.4972036,0.4356306,0.5564178,0.4607844
8219387,-0.065,125,100,125,50,25,150,50,30.1364,25.21705,11.09193536,11.08105941,0.5390491,0.6385005,0.5508594,0.5390607
8226141,-0.07,100,125,50,125,25,150,50,33.7306,31.82,16.64672528,14.94876971,0.1408513,0.9112885,0.550286,0.4808838
8239867,-0.065,125,100,125,50,50,150,50,25.63475,26.67275,12.29068512,12.40438288,0.480387,0.6135438,0.411493,0.5718449
8241183,-0.06,100,125,25,75,50,150,50,27.4405,29.14685,25.52080886,25.19183065,0.5027496,0.6004354,0.4115625,0.5628451
8245673,-0.06,150,125,175,100,50,150,50,24.4959,25.71455,15.52318101,15.43357317,0.4888002,0.5785324,0.4285609,0.5501186
8392821,-0.07,100,100,75,150,25,150,75,34.1659,32.042,9.990125146,9.679660483,0.3786846,0.5410961,0.581117,0.4550078
8394780,-0.05,75,125,25,175,25,150,75,27.80045,29.75325,18.9783105,18.89840685,0.5320525,0.5421088,0.4144354,0.5564532
8411476,-0.07,175,150,125,125,50,150,75,23.8455,21.83315,20.6719126,21.36114324,0.4692751,0.4832834,0.6002707,0.4503869
8446030,-0.05,125,150,25,75,100,150,75,29.1236,27.3824,31.9733625,32.01539036,0.4614608,0.4772153,0.5785012,0.4560854
8453894,-0.055,50,75,50,150,100,150,75,29.15445,28.0224,15.49725177,15.56740245,0.509195,0.4288141,0.5708148,0.4513496
8467151,-0.07,150,150,75,75,125,150,75,24.5283,22.96035,28.56361482,27.62224711,0.4466351,0.477349,0.5881465,0.4494502
8490791,-0.07,150,125,125,100,150,150,75,29.4564,28.36255,24.64196672,23.45690859,0.4862543,0.4730111,0.5569739,0.4637091
8536506,-0.07,125,100,100,150,0,150,100,19.0477,17.3421,11.67033235,11.16997158,0.4243662,0.6285398,0.5621003,0.4882322
8549306,-0.07,125,100,100,75,25,150,100,31.8233,29.74105,13.02651879,12.96464472,0.4198747,0.4701414,0.5941552,0.4447213
8555971,-0.07,50,75,25,150,25,150,100,20.0443,19.95645,12.5857896,10.39875142,0.171069,0.8229745,0.5530813,0.4493372
8556661,-0.07,100,100,75,150,25,150,100,11.28634,11.28222,13.44957483,12.52778287,0.3162133,0.6659816,0.4467204,0.5534442
8558531,-0.07,50,75,25,175,25,150,100,32.9524,27.72625,10.00521484,10.53882214,0.4909293,0.5872666,0.5977116,0.4970837
8558854,-0.055,50,75,50,175,25,150,100,26.1256,27.40015,11.7070198,11.74186624,0.5182847,0.5180519,0.4456545,0.532604
8558941,-0.07,100,125,50,175,25,150,100,26.31175,27.1254,17.73997887,15.35307716,0.1552158,0.8665236,0.4347696,0.5517858
8563983,-0.06,100,75,50,25,50,150,100,27.1672,24.1529,46.22666607,49.45577423,0.5015828,0.5077444,0.6256392,0.4437778
8572021,-0.07,100,100,75,100,50,150,100,12.30138,12.34124,15.25462386,15.30020713,0.294004,0.6901669,0.4254492,0.5732569
8573032,-0.065,150,125,150,100,50,150,100,13.35404,13.3885,15.07387489,14.80015246,0.7051307,0.2800525,0.4401105,0.5587409
8575036,-0.07,175,175,100,125,50,150,100,29.2585,31.0051,21.28967847,21.25251509,0.5102962,0.5724316,0.4140932,0.5611873
8575592,-0.065,150,125,150,125,50,150,100,18.56672,18.0155,13.45249515,13.54218975,0.524382,0.4264164,0.5580606,0.4610302
8575957,-0.065,175,150,175,125,50,150,100,11.77496,11.77154,15.49576546,15.76643234,0.3029297,0.6757021,0.4490408,0.5512545
8586072,-0.065,150,75,175,25,75,150,100,28.6787,27.12075,18.77324349,18.93808841,0.4649827,0.4789691,0.5675765,0.4632567
8595793,-0.06,150,150,125,125,75,150,100,29.1992,27.02,22.37498025,22.35442966,0.4423066,0.4758623,0.6013323,0.4435464
8616276,-0.07,175,150,125,125,100,150,100,26.8345,25.1893,24.93498547,24.46068143,0.4817791,0.4616087,0.5890894,0.4470271
8631459,-0.055,75,50,125,75,125,150,100,27.9516,26.2905,20.11869308,20.5771821,0.4913565,0.4360434,0.5926209,0.4425972
8634063,-0.06,100,75,125,100,125,150,100,29.6969,32.28825,18.17441379,17.84363311,0.4987053,0.5720843,0.3817875,0.5848978
8636756,-0.07,175,150,125,125,125,150,100,29.65165,28.47185,26.23779214,25.58558931,0.4864687,0.4877871,0.5570239,0.4651394
8676747,-0.065,125,150,50,125,175,150,100,29.7881,28.4078,29.7467822,29.35874324,0.4689658,0.489957,0.5575722,0.4682642
8720501,-0.07,100,100,75,150,25,150,125,10.00036,10.00632,13.57603667,13.68543786,0.6884775,0.2873172,0.4426805,0.5570547
8721512,-0.065,150,125,150,150,25,150,125,17.13532,17.12807,13.70332306,12.060494,0.1837273,0.8075212,0.4418637,0.5585872
8723061,-0.07,100,100,75,175,25,150,125,10.24668,10.24239,14.21963617,13.53715859,0.3002879,0.6843282,0.4419507,0.5582496
8724072,-0.065,150,125,150,175,25,150,125,17.85715,17.83827,14.22107304,12.0608374,0.1957776,0.7982917,0.5549678,0.445626
8732936,-0.07,75,75,50,75,50,150,125,13.0284,13.12516,17.57371196,17.17915829,0.2762702,0.7072878,0.5615884,0.4343714
8733947,-0.065,125,100,125,75,50,150,125,11.45723,11.48563,15.76399122,16.92740672,0.2878872,0.7016966,0.4384033,0.5606126
8735216,-0.07,75,100,25,100,50,150,125,28.9523,27.85335,18.36487301,18.25949389,0.4681562,0.4857225,0.5543085,0.4667315
8735861,-0.07,100,100,75,100,50,150,125,11.91362,11.94091,15.80496983,16.20084988,0.7192123,0.2644728,0.4182004,0.5808437
8736872,-0.065,150,125,150,100,50,150,125,11.62711,11.62798,15.46746204,16.37096072,0.2585818,0.7195573,0.4364949,0.5634917
8738570,-0.05,25,0,100,125,50,150,125,27.7658,26.12545,11.24516293,11.4996115,0.4923791,0.455173,0.5917774,0.4431837
8738831,-0.07,150,150,100,125,50,150,125,15.36466,15.35185,19.40468348,19.20869545,0.2160498,0.7789762,0.5622376,0.4382278
8739432,-0.065,150,125,150,125,50,150,125,16.22467,16.15103,15.3915799,14.47764193,0.2056656,0.7744184,0.4217476,0.5803381
8739797,-0.065,175,150,175,125,50,150,125,11.31789,11.31144,13.9418138,16.33109625,0.3018498,0.7163571,0.5598252,0.4405038
8740981,-0.07,100,100,75,150,50,150,125,13.58325,13.55418,15.42440853,15.29018149,0.2491723,0.7313564,0.4119858,0.5889386
8743541,-0.07,100,100,75,175,50,150,125,13.18386,13.16431,16.20129332,15.20444759,0.3299641,0.6541252,0.4412947,0.5594043
8744917,-0.065,175,150,175,175,50,150,125,11.60987,11.61518,15.88056414,16.54041574,0.2894056,0.7006854,0.4405028,0.5596073
8751546,-0.07,125,100,100,50,75,150,125,13.30719,13.37892,20.62222222,20.92196803,0.3170588,0.6781907,0.4341221,0.563559
8758901,-0.07,100,100,75,125,75,150,125,13.92625,13.91744,16.51053116,17.74186394,0.6318824,0.3549676,0.4426479,0.5576351
8771106,-0.07,125,125,25,50,100,150,125,38.9434,10.43935,34.5142874,35.23123909,0.5455019,0.004109451,2.82486,0.2427549
8776500,-0.05,75,100,50,100,100,150,125,29.93255,28.9663,23.25188549,23.44801215,0.5053996,0.4479102,0.5520967,0.4657254
8777277,-0.065,175,175,100,100,100,150,125,29.2889,28.18785,26.34479244,26.40775013,0.5130305,0.4473701,0.5516827,0.4690565
8793425,-0.05,100,75,175,50,125,150,125,39.77325,32.8262,25.80481408,25.46971184,0.4582728,0.6423071,0.6145396,0.4927998
8795520,-0.05,175,175,125,75,125,150,125,23.6714,24.4965,35.10089531,35.15198062,0.5329807,0.5183271,0.4491662,0.5351775
8798135,-0.05,50,25,150,100,125,150,125,24.9746,27.4932,20.41394513,20.2609077,0.5647418,0.5168478,0.3932645,0.5670761
8814857,-0.065,75,75,50,75,150,150,125,25.38795,26.33505,23.8193081,24.45219778,0.4943329,0.5622925,0.4317022,0.5521931
8820987,-0.065,125,100,125,125,150,150,125,25.1026,23.3699,21.45259834,20.31471688,0.4449061,0.4829332,0.5860145,0.454435
8876986,-0.07,125,100,100,75,25,150,150,15.4453,15.79215,14.6525949,16.18740541,0.7775671,0.1923705,0.432339,0.5571886
8877715,-0.05,150,150,150,75,25,150,150,24.5914,34.2517,27.62658602,26.32709076,0.5128053,0.3754091,0.3671307,0.4886485
8887226,-0.07,125,100,100,175,25,150,150,29.1327,27.4636,13.55507671,13.34199876,0.4416412,0.4911811,0.5745332,0.4583835
8887912,-0.065,150,125,150,175,25,150,150,16.3327,16.3303,13.93591267,12.52917882,0.172974,0.8196727,0.4341726,0.5659168
8894219,-0.055,75,75,50,50,50,150,150,20.1424,6.7139,25.20009377,25.39941919,0.6212169,0.009740985,0.2701262,0.9099611
8894541,-0.07,100,75,75,50,50,150,150,25.50805,30.33885,17.94299648,17.75880609,0.690237,0.4919896,0.3186986,0.6209452
8894585,-0.05,100,100,75,50,50,150,150,24.36562,22.53785,26.90929071,27.04907168,0.4437333,0.5884871,0.5982967,0.4478749
8894906,-0.07,125,100,100,50,50,150,150,10.77691,10.77304,21.05733371,18.84284729,0.7119163,0.2760232,0.4391754,0.5609817
8897378,-0.06,75,50,100,75,50,150,150,13.47003,13.44855,15.12704865,15.06111336,0.3186172,0.6664523,0.4454895,0.5552345
8897787,-0.065,125,100,125,75,50,150,150,9.839686,9.801529,18.40268592,16.92366622,0.6783882,0.3034967,0.4516713,0.5501038
8897791,-0.07,150,100,125,75,50,150,150,27.65225,30.6757,19.57624843,19.78508107,0.567292,0.5152613,0.3813833,0.5769169
8899746,-0.07,125,125,75,100,50,150,150,19.3561,27.17735,18.95076723,19.1625604,0.7225577,0.1255531,0.373918,0.4749924
8900712,-0.065,150,125,150,100,50,150,150,10.48797,10.49447,15.76637105,17.26955421,0.2667931,0.7201783,0.4367749,0.5629669
8902349,-0.055,125,150,75,125,50,150,150,23.67885,22.7567,25.01890708,25.00734884,0.4635867,0.4935206,0.5524703,0.4690452
8903637,-0.065,175,150,175,125,50,150,150,9.813757,9.805586,15.81224938,17.31669061,0.2672698,0.7194472,0.4423002,0.5580894
8904821,-0.07,100,100,75,150,50,150,150,12.22764,12.28535,15.92322712,16.15356955,0.2577464,0.7381823,0.4053866,0.5927182
8905231,-0.07,150,150,100,150,50,150,150,15.59757,15.60903,19.94322353,19.3504473,0.1972691,0.7938141,0.4313006,0.5688776
8905832,-0.065,150,125,150,150,50,150,150,16.36788,16.4663,15.90920274,14.83525281,0.1870828,0.8024657,0.3962506,0.6017294
8906197,-0.065,175,150,175,150,50,150,150,10.29044,10.2927,16.02786808,17.28649646,0.2724912,0.7143248,0.4415022,0.5584733
8907381,-0.07,100,100,75,175,50,150,150,12.42222,12.44085,16.53965369,15.94596471,0.3016551,0.698686,0.4243501,0.5750382
8908392,-0.065,150,125,150,175,50,150,150,16.42718,16.51092,16.10937266,14.83211824,0.2090351,0.7845876,0.4021594,0.5958176
8908757,-0.065,175,150,175,175,50,150,150,10.05516,10.04405,17.76372176,16.71588566,0.6762318,0.3119463,0.5502274,0.4503975
8914744,-0.055,100,100,50,50,75,150,150,29.7401,28.92295,30.30982574,30.38990616,0.5163533,0.3980023,0.5669823,0.4485963
8920415,-0.05,50,50,100,100,75,150,150,30.7732,29.42335,16.23917992,16.11330467,0.4487021,0.4891013,0.5629288,0.4617638
8923752,-0.065,150,125,150,125,75,150,150,12.51549,12.52714,17.82183052,18.35865231,0.3278152,0.6667063,0.5534307,0.4460533
8926036,-0.07,175,150,125,150,75,150,150,23.9802,23.13785,23.60894526,22.51419599,0.4856423,0.497449,0.5518642,0.4675211
8927582,-0.065,100,125,50,175,75,150,150,25.66405,26.78285,21.36038464,21.05555596,0.5066776,0.5448785,0.4404852,0.5403122
8934232,-0.065,150,75,175,25,100,150,150,26.4556,27.80205,19.59403607,19.20425093,0.508743,0.5284466,0.4360488,0.5417586
8935501,-0.07,100,75,75,50,100,150,150,29.05915,27.3806,21.01757167,21.21270861,0.4834174,0.4589527,0.5824945,0.4511522
8938185,-0.05,100,150,75,75,100,150,150,4.246,4.6247,26.91322655,23.35688166,0.6288271,0.6272407,0.4011287,0.5630947
8941028,-0.06,125,125,100,100,100,150,150,29.2737,27.83495,22.9183378,22.98352603,0.4864674,0.448738,0.5745547,0.4536837
8955428,-0.06,125,125,25,50,125,150,150,33.24735,34.6256,37.25442169,37.6337362,0.5065817,0.534281,0.4443764,0.5372022
