simNo:int,simPar_EleakVal:decimal,simParPer_gBarP:int,simParPer_gBarK2:int,simParPer_gBarLeak:int,simParPer_gBarSynS:int,simParPer_gBarCaS:int,simParPer_gBarSynG:int,simParPer_gBarh:int,meanPeriod_L:decimal,meanPeriod_R:decimal,spkFreq_L:decimal,spkFreq_R:decimal,meanDutyCycle_L:decimal,meanDutyCycle_R:decimal,meanPhase_L:decimal,meanPhase_R:decimal
50192,-0.065,150,150,100,75,50,0,0,33.70025,31.6796,21.60648194,21.37214011,0.4538898,0.4540177,0.5965053,0.4392608
87730,-0.05,25,25,50,50,100,0,0,27.61325,29.4134,15.18635675,14.95334426,0.5074158,0.5778149,0.4072719,0.5661775
90232,-0.065,150,175,25,75,100,0,0,25.4002,27.1485,34.29506,33.43368785,0.5799246,0.477717,0.4268744,0.5437438
91197,-0.065,175,175,100,75,100,0,0,22.71305,29.6345,29.21920548,28.71276624,0.6430356,0.4887142,0.276141,0.6397093
95214,-0.055,50,100,25,125,100,0,0,26.5282,25.22525,15.2383143,15.58005753,0.4692403,0.4941477,0.5525257,0.4746119
100046,-0.07,25,125,0,175,100,0,0,25.918,28.5606,6.250606201,6.499837504,0.6397369,0.3991128,0.4082512,0.5501235
100047,-0.065,25,125,0,175,100,0,0,25.918,28.5606,6.250606201,6.499837504,0.6397369,0.3991128,0.4082512,0.5501235
100048,-0.06,25,125,0,175,100,0,0,25.918,28.5606,6.250606201,6.499837504,0.6397369,0.3991128,0.4082512,0.5501235
100049,-0.055,25,125,0,175,100,0,0,25.918,28.5606,6.250606201,6.499837504,0.6397369,0.3991128,0.4082512,0.5501235
100050,-0.05,25,125,0,175,100,0,0,25.918,28.5606,6.250606201,6.499837504,0.6397369,0.3991128,0.4082512,0.5501235
132024,-0.055,100,100,100,75,150,0,0,27.01485,27.8844,26.29243522,26.26041346,0.5002952,0.5513513,0.4498555,0.5356646
150135,-0.05,50,25,125,50,175,0,0,29.4808,27.8031,27.53909891,29.15851823,0.6283005,0.4955455,0.467768,0.5588519
201271,-0.07,150,175,100,150,25,0,25,24.814,26.5843,12.31686508,12.42793524,0.5371242,0.5372908,0.4104396,0.5602785
233456,-0.07,75,100,25,75,75,0,25,25.70195,27.52015,20.15195034,19.69847817,0.51528,0.5644628,0.4116329,0.5592475
251748,-0.06,125,125,50,50,100,0,25,25.5211,18.83325,32.95128401,32.12389443,0.5735881,0.7546653,0.6180771,0.5438911
251749,-0.055,125,125,50,50,100,0,25,27.7089,26.0496,33.84245753,34.87631205,0.457575,0.4899653,0.5748726,0.4595527
253268,-0.06,125,75,175,50,100,0,25,26.66505,25.1668,15.64733943,16.24864428,0.4705598,0.4938769,0.5588414,0.4725586
253983,-0.06,100,125,25,75,100,0,25,28.1119,29.3498,28.11007313,27.63875402,0.5176278,0.5331484,0.4455805,0.5347984
274375,-0.05,50,75,25,75,125,0,25,30.8742,7.47515,21.97550209,23.4445092,0.5062058,0.008655345,3.082045,0.2537863
274416,-0.07,75,100,25,75,125,0,25,28.97295,27.58715,22.41768607,22.82747027,0.4765376,0.4957091,0.5519418,0.4744581
292016,-0.07,75,100,0,50,150,0,25,22.9608,21.7388,39.41362097,37.28531542,0.4935978,0.5255718,0.5747879,0.4558029
292017,-0.065,75,100,0,50,150,0,25,22.9608,21.7388,39.41362097,37.28531542,0.4935978,0.5255718,0.5747879,0.4558029
292018,-0.06,75,100,0,50,150,0,25,22.9608,21.7388,39.41362097,37.28531542,0.4935978,0.5255718,0.5747879,0.4558029
292019,-0.055,75,100,0,50,150,0,25,22.9608,21.7388,39.41362097,37.28531542,0.4935978,0.5255718,0.5747879,0.4558029
292020,-0.05,75,100,0,50,150,0,25,22.9608,21.7388,39.41362097,37.28531542,0.4935978,0.5255718,0.5747879,0.4558029
314064,-0.055,100,75,125,50,175,0,25,28.891,28.0278,29.80504236,28.53669367,0.5141601,0.465288,0.551613,0.464868
352236,-0.07,175,125,100,25,25,0,50,34.3037,11.8164,32.00848123,33.04665247,0.853252,0.009529129,0.09062828,0.9687818
356938,-0.06,75,75,75,75,25,0,50,24.6273,29.0029,13.24800719,13.17244137,0.6451905,0.5064425,0.320087,0.6230423
357948,-0.06,125,100,150,75,25,0,50,31.732,36.3484,13.7284826,13.70191291,0.581016,0.5222128,0.3576801,0.5902843
374536,-0.07,75,75,50,50,50,0,50,27.19725,30.112,13.86539475,13.68039512,0.3778507,0.4949256,0.4983312,0.4482622
379331,-0.07,50,75,25,100,50,0,50,26.4057,28.96125,10.9087355,11.05275651,0.5583226,0.5829203,0.3623877,0.6025404
427477,-0.065,175,150,175,150,100,0,50,24.79415,22.72175,17.14055689,17.03213032,0.4356471,0.4750118,0.6071517,0.4435966
436023,-0.06,100,100,50,50,125,0,50,26.15425,28.15605,30.747054,30.30185307,0.6005907,0.4568858,0.426926,0.5403978
436758,-0.06,175,150,100,50,125,0,50,22.80925,24.42945,36.19085032,37.15145754,0.5602727,0.5741717,0.4088569,0.5621009
438260,-0.05,75,100,25,75,125,0,50,28.52185,26.8391,27.86748818,27.23027666,0.4484176,0.4746247,0.5851668,0.4493572
464266,-0.07,125,150,50,125,150,0,50,33.18795,34.4584,24.71398088,25.35930463,0.4980663,0.5287738,0.443397,0.5396296
521233,-0.06,150,150,100,75,25,0,75,29.3264,28.0232,24.78261492,24.74001314,0.4420863,0.5217249,0.5519534,0.4725742
538423,-0.06,100,100,50,50,50,0,75,29.8686,32.4849,27.16542809,27.07884553,0.5624067,0.5336633,0.3935336,0.5719953
544872,-0.065,150,125,150,100,50,0,75,25.6019,22.1645,12.63804305,12.56630972,0.5154774,0.5990029,0.5522299,0.5219144
546876,-0.07,175,175,100,125,50,0,75,28.7433,30.3825,21.79132786,21.60386575,0.5229984,0.5479997,0.4237127,0.5521235
561229,-0.055,125,150,25,75,75,0,75,27.7163,26.51235,30.67852612,30.48656408,0.4701457,0.4895832,0.5552337,0.4688847
579295,-0.05,50,50,50,50,100,0,75,32.137,33.85715,23.75927154,24.59466339,0.5442294,0.5021982,0.43422,0.5425382
581664,-0.055,100,125,25,75,100,0,75,23.6814,22.64675,29.23270845,28.86371473,0.4632919,0.4836985,0.5626459,0.4619364
585556,-0.07,175,150,125,100,100,0,75,26.70045,28.1706,24.30305843,23.75787625,0.5388261,0.5033084,0.4382246,0.5376464
599819,-0.055,75,75,50,50,125,0,75,23.82905,25.0188,28.20384348,29.30442374,0.5203271,0.5458855,0.4279622,0.5506703
603385,-0.05,100,100,125,75,125,0,75,26.45885,27.79185,26.22137865,26.28141149,0.5584823,0.478849,0.4489608,0.5284205
613671,-0.07,150,125,125,175,125,0,75,28.95995,26.75975,24.03058438,23.02460884,0.4252459,0.4990667,0.5789497,0.4650353
623311,-0.07,150,150,75,75,150,0,75,25.2376,17.9279,28.67682104,29.58274569,0.5346586,0.6461381,0.7202545,0.4883567
626471,-0.07,150,125,125,100,150,0,75,26.858,27.9801,24.56437201,24.08676938,0.4904982,0.528447,0.440581,0.541012
649832,-0.065,150,125,150,125,175,0,75,28.6108,30.41155,21.80192139,19.50562455,0.4783893,0.5494886,0.4119751,0.5620954
669344,-0.055,100,125,75,125,0,0,100,25.7068,30.1657,19.09621555,19.04480151,0.5424518,0.6522043,0.2950139,0.6538153
681783,-0.06,100,100,50,50,25,0,100,24.99795,27.0581,25.95838839,25.86745462,0.5182185,0.6117244,0.3841012,0.5842439
682426,-0.07,125,100,100,50,25,0,100,11.79483,12.20525,15.3741412,15.20514718,0.3293918,0.6596211,0.4405697,0.5474445
702951,-0.07,150,125,100,50,50,0,100,24.23855,26.6932,22.32544446,22.16996501,0.5071095,0.6102565,0.3628134,0.6004443
707701,-0.07,100,100,75,100,50,0,100,12.31774,12.36826,15.31879427,15.28067686,0.6877182,0.2901722,0.429019,0.5691939
708712,-0.065,150,125,150,100,50,0,100,13.8758,13.89775,14.7008052,14.88975624,0.2605672,0.7259568,0.4321489,0.5672278
708757,-0.065,175,150,150,100,50,0,100,25.66625,28.73865,19.21835239,18.89541357,0.5155681,0.4314816,0.4459395,0.5006789
709938,-0.06,75,100,50,125,50,0,100,26.1344,25.20005,15.9784329,16.16720557,0.5080392,0.4391301,0.5565068,0.4633892
710716,-0.07,175,175,100,125,50,0,100,29.3011,32.22415,21.29406822,21.45453262,0.6114071,0.4646856,0.4009198,0.5590848
711637,-0.065,175,150,175,125,50,0,100,11.74309,11.87022,15.44301902,15.59900133,0.3046422,0.683153,0.4346701,0.5618203
722515,-0.05,150,150,25,50,75,0,100,27.057,22.7099,39.79042509,38.82550154,0.6101379,0.7425352,0.4794957,0.5975422
728181,-0.07,100,100,75,100,75,0,100,14.08312,14.06495,17.36012062,16.22676343,0.3472195,0.6379121,0.4443214,0.5562627
729192,-0.065,150,125,150,100,75,0,100,14.12667,14.12016,16.44573125,16.65413358,0.326135,0.6649082,0.5541038,0.4461514
729279,-0.055,175,175,150,100,75,0,100,23.75975,22.98965,28.02519493,27.90608958,0.4616884,0.4863841,0.5515569,0.4663201
732117,-0.065,175,150,175,125,75,0,100,12.47154,12.47542,17.01938062,17.90754464,0.3361722,0.6527077,0.5498473,0.4499843
734677,-0.065,175,150,175,150,75,0,100,13.69107,13.66303,17.01269375,17.33932043,0.3336632,0.6570687,0.4509544,0.5500274
735861,-0.07,100,100,75,175,75,0,100,20.52043,21.09295,14.85676872,15.28178456,0.4572197,0.5494077,0.4410304,0.5474763
749628,-0.06,125,100,150,100,100,0,100,24.82645,26.5574,16.95152424,16.64216773,0.5140244,0.564867,0.4080595,0.5634897
764624,-0.055,100,75,125,50,125,0,100,36.1757,34.503,25.49721124,25.73539585,0.4633414,0.4623366,0.5744269,0.4521336
766717,-0.065,175,175,75,75,125,0,100,25.03505,26.9718,31.66668641,31.61626883,0.543506,0.5293529,0.4103304,0.5579258
767593,-0.06,150,125,150,75,125,0,100,27.2587,28.43995,23.74806775,23.42146134,0.523,0.5179404,0.448786,0.531766
767917,-0.065,175,125,175,75,125,0,100,27.3812,28.856,22.7089203,22.76682135,0.5309921,0.5062448,0.4380683,0.5383365
776541,-0.07,100,125,50,175,125,0,100,29.6732,28.1406,21.09781383,20.22897335,0.4513972,0.4932127,0.5677384,0.4615849
784826,-0.07,125,100,100,50,150,0,100,27.28815,25.76705,21.5485797,20.8967898,0.4513095,0.4956718,0.563491,0.4679192
786465,-0.05,100,125,25,75,150,0,100,24.73465,23.3525,32.32119184,32.24449741,0.457605,0.4862049,0.5732941,0.4587411
789855,-0.05,50,50,100,100,150,0,100,24.75945,25.7489,20.73837739,20.62028884,0.4952412,0.5591618,0.4338108,0.5488531
790677,-0.065,175,150,150,100,150,0,100,28.9152,30.44755,22.35955405,23.29755818,0.5384504,0.4985229,0.4391207,0.5376082
805306,-0.07,125,100,100,50,175,0,100,27.1915,29.62235,23.26445667,23.30148106,0.5248295,0.5330401,0.3944707,0.5702646
806270,-0.05,125,100,175,50,175,0,100,27.59425,26.0968,31.31260666,31.32999384,0.4372614,0.5334524,0.5580244,0.4722578
813116,-0.07,175,175,100,125,175,0,100,25.88405,26.8755,27.97800618,28.79184969,0.4957454,0.5276999,0.4447713,0.5381924
848636,-0.07,175,175,75,75,25,0,125,23.8631,21.95575,26.83596867,27.71896054,0.9686084,0.1182879,0.4828075,0.5557828
848782,-0.065,100,75,100,75,25,0,125,25.80115,23.4798,11.84122818,12.04725633,0.5143143,0.305914,0.6726931,0.3878296
853621,-0.07,100,100,75,125,25,0,125,9.560813,9.568813,13.75149661,13.66120091,0.6907239,0.2831754,0.5550609,0.4445057
857192,-0.065,150,125,150,150,25,0,125,17.31917,17.32083,13.63880042,12.04458635,0.1851086,0.8059069,0.4429429,0.557159
871541,-0.07,100,100,75,100,50,0,125,12.50556,12.53116,15.79102534,15.58322349,0.2409282,0.7395933,0.588488,0.4102586
872552,-0.065,150,125,150,100,50,0,125,11.76138,11.76547,15.19987722,16.1966128,0.2633324,0.7244478,0.5645591,0.4352447
874511,-0.07,150,150,100,125,50,0,125,15.30005,15.27677,19.42732166,19.21972935,0.2131926,0.7824316,0.5638881,0.4369716
874556,-0.07,175,175,100,125,50,0,125,22.4338,26.1166,22.20354102,21.89712522,0.1845608,0.5713301,0.5188118,0.3960185
875112,-0.065,150,125,150,125,50,0,125,16.77598,16.42785,15.17891024,14.3335751,0.2023677,0.7724289,0.4434753,0.5657796
875477,-0.065,175,150,175,125,50,0,125,10.62183,10.58376,15.28660537,16.60590481,0.2811149,0.7062013,0.4499872,0.5518648
877071,-0.07,150,150,100,150,50,0,125,16.2572,16.28033,19.67397414,18.83923163,0.2291131,0.768665,0.4405725,0.558842
877116,-0.07,175,175,100,150,50,0,125,28.2546,26.8851,21.93238548,21.95373775,0.4652871,0.4853432,0.5640745,0.4632662
878037,-0.065,175,150,175,150,50,0,125,11.09533,11.11088,15.78692364,16.5054199,0.2900138,0.6999562,0.4427913,0.5575905
880597,-0.065,175,150,175,175,50,0,125,11.40615,11.415,16.07449386,16.63643191,0.3007478,0.6853461,0.5550667,0.4444847
887226,-0.07,125,100,100,50,75,0,125,13.51636,13.46742,20.30574094,20.98010775,0.3076933,0.6861536,0.4424567,0.5592684
887318,-0.06,175,150,100,50,75,0,125,31.22405,34.20695,34.5787862,35.08283724,0.7750084,0.2473328,0.4407686,0.5171238
893032,-0.065,150,125,150,100,75,0,125,11.99776,11.99542,17.71354465,18.44687295,0.3360439,0.6486153,0.4492964,0.5508282
894581,-0.07,100,100,75,125,75,0,125,13.97701,14.00673,16.3362293,17.17241702,0.6511827,0.335609,0.4359527,0.5631184
895036,-0.07,175,175,100,125,75,0,125,25.06315,26.05945,22.40314519,22.29493228,0.5128964,0.5283189,0.4479968,0.5341946
897916,-0.07,175,175,125,150,75,0,125,12.01615,12.00404,20.66312786,21.83271701,0.3196925,0.6733426,0.4494501,0.5510163
905383,-0.06,100,50,125,25,100,0,125,27.0112,24.88,26.83079588,27.08820364,0.4231541,0.5063223,0.5955064,0.4514794
906975,-0.05,50,50,50,50,100,0,125,22.2631,23.5548,24.55510035,25.10692935,0.5429208,0.5698371,0.4196809,0.5559693
913837,-0.065,175,125,175,100,100,0,125,25.85795,26.8567,21.75843524,21.9842434,0.5142751,0.5309662,0.4454959,0.537297
931112,-0.065,150,125,125,75,125,0,125,30.00095,31.87135,22.82340972,22.96944943,0.4884979,0.5692887,0.4085723,0.5659554
933026,-0.07,125,125,75,100,125,0,125,30.27355,28.6768,21.85724099,21.73067379,0.4599494,0.4854935,0.5697742,0.460278
937131,-0.07,50,100,0,150,125,0,125,27.103,28.3671,21.22181139,20.6679689,0.5130244,0.5325818,0.4415679,0.5378371
937132,-0.065,50,100,0,150,125,0,125,27.103,28.3671,21.22181139,20.6679689,0.5130244,0.5325818,0.4415679,0.5378371
937133,-0.06,50,100,0,150,125,0,125,27.103,28.3671,21.22181139,20.6679689,0.5130244,0.5325818,0.4415679,0.5378371
937134,-0.055,50,100,0,150,125,0,125,27.103,28.3671,21.22181139,20.6679689,0.5130244,0.5325818,0.4415679,0.5378371
937135,-0.05,50,100,0,150,125,0,125,27.103,28.3671,21.22181139,20.6679689,0.5130244,0.5325818,0.4415679,0.5378371
941351,-0.07,150,125,125,175,125,0,125,24.3597,23.2923,21.96133604,21.7639089,0.4757653,0.4706148,0.5599297,0.4646055
948855,-0.05,50,25,125,50,150,0,125,20.90605,20.90937,27.52630291,26.23591205,0.6283238,0.3731208,0.5512131,0.4486998
949678,-0.06,175,125,175,50,150,0,125,33.0651,29.8779,29.54080597,29.35621876,0.4364814,0.4653138,0.633659,0.4274205
950859,-0.055,75,75,75,75,150,0,125,26.43725,25.6372,25.10970357,25.07085671,0.4965229,0.4487854,0.5531279,0.463611
954517,-0.065,175,150,150,100,150,0,125,24.7255,23.35835,24.83981504,23.78806399,0.4582516,0.4823072,0.5751241,0.4566763
961551,-0.07,150,150,100,175,150,0,125,24.69585,23.1828,25.98331956,24.38894204,0.452898,0.4834446,0.579656,0.455858
971983,-0.06,100,75,125,75,175,0,125,18.0048,18.57613,27.4829035,27.43764744,0.4797814,0.5436291,0.443552,0.5435386
1011700,-0.05,75,100,25,75,25,0,150,29.0362,26.7835,23.06695275,22.49641635,0.4405604,0.4760319,0.6069184,0.4401678
1012666,-0.07,125,100,100,75,25,0,150,15.7745,15.82327,16.51104176,14.49634853,0.2032249,0.7852074,0.4319273,0.5667842
1017461,-0.07,100,100,75,125,25,0,150,8.771456,8.767328,14.38894929,13.57588922,0.7132307,0.269173,0.4439851,0.5562244
1020021,-0.07,100,100,75,150,25,0,150,9.529819,9.531881,14.01177634,13.64474816,0.7249778,0.2551438,0.4346038,0.5652974
1022581,-0.07,100,100,75,175,25,0,150,9.637871,9.639171,14.22524501,14.10312913,0.7101906,0.2644221,0.4365521,0.5633892
1023592,-0.065,150,125,150,175,25,0,150,16.11385,16.06753,14.06292256,12.54567081,0.1733364,0.817265,0.4372767,0.5640991
1028263,-0.06,100,50,125,25,50,0,150,19.9453,30.62925,23.5471587,22.78955812,0.8026402,0.531887,0.1417811,0.782272
1030586,-0.07,125,100,100,50,50,0,150,10.77374,10.81176,20.92780898,18.14601439,0.7169212,0.2802029,0.4400387,0.5584313
1033014,-0.055,50,25,100,75,50,0,150,17.32693,17.3093,13.07249501,12.254978,0.2535793,0.743674,0.5816276,0.418963
1033058,-0.06,75,50,100,75,50,0,150,13.63161,13.66756,14.72626473,14.75866569,0.6766756,0.3177631,0.4418382,0.5569941
1036027,-0.065,125,100,125,100,50,0,150,15.92393,15.86403,15.70990012,14.78761091,0.2163316,0.7716243,0.4235104,0.5781287
1036392,-0.065,150,125,150,100,50,0,150,10.60084,10.5874,15.57152945,17.15908834,0.2621406,0.7303937,0.4403505,0.5602521
1037575,-0.05,50,75,50,125,50,0,150,27.9724,25.9448,16.07477748,16.28991503,0.455263,0.5217693,0.570889,0.4704923
1037941,-0.07,100,100,75,125,50,0,150,12.67349,12.6837,15.38618849,15.95725583,0.2175741,0.7680121,0.3983768,0.6016147
1038307,-0.065,125,125,100,125,50,0,150,14.04384,13.84387,18.05375299,18.49869695,0.7653226,0.2455513,0.4525316,0.5536027
1039317,-0.065,175,150,175,125,50,0,150,9.784025,9.77895,15.61964237,17.31994416,0.2747272,0.7118103,0.4453333,0.5549074
1040911,-0.07,150,150,100,150,50,0,150,15.57013,15.63528,19.65436308,19.29043485,0.2005946,0.8018204,0.426938,0.5714712
1041512,-0.065,150,125,150,150,50,0,150,16.82413,16.8547,15.78812949,14.50002583,0.189715,0.7995056,0.4058814,0.5940281
1041877,-0.065,175,150,175,150,50,0,150,10.28299,10.29096,15.90073769,17.17150316,0.2800138,0.7129101,0.5568135,0.4427477
1043061,-0.07,100,100,75,175,50,0,150,12.88086,12.87874,16.39929641,15.84212904,0.2670939,0.7177749,0.583884,0.4162115
1043471,-0.07,150,150,100,175,50,0,150,16.3521,16.30627,20.22895499,18.78685803,0.2318549,0.7667958,0.4456539,0.5557425
1051066,-0.07,125,100,100,50,75,0,150,11.6345,11.63037,23.383822,21.1594401,0.6949659,0.3001466,0.4406744,0.5594816
1051158,-0.06,175,150,100,50,75,0,150,25.74835,34.80735,34.27068408,34.97111233,0.8195593,0.7038858,0.09779687,0.8677954
1058421,-0.07,100,100,75,125,75,0,150,11.74685,11.63466,17.60263109,18.92784672,0.340541,0.6503055,0.4520213,0.5525518
1058831,-0.07,150,150,100,125,75,0,150,13.09438,13.08864,21.77723675,22.27805227,0.281805,0.7100067,0.4452239,0.5550011
1059432,-0.065,150,125,150,125,75,0,150,13.3546,13.37648,17.36348617,17.91072649,0.2855969,0.7015389,0.4287468,0.5706012
1069311,-0.07,150,100,125,25,100,0,150,13.62725,13.60023,27.19759785,28.09018835,0.3213529,0.690215,0.44889,0.5529257
1069676,-0.07,175,125,150,25,100,0,150,12.0405,12.04613,24.92851728,27.47021048,0.3150004,0.6900071,0.442195,0.5576682
1071181,-0.07,100,75,75,50,100,0,150,26.88385,28.78715,21.30645292,21.22202919,0.5389332,0.5211944,0.420085,0.5501742
1073783,-0.06,100,100,75,75,100,0,150,23.4231,24.8732,23.29432593,23.48949498,0.5492783,0.498826,0.4334143,0.5397535
1074106,-0.07,125,100,100,75,100,0,150,23.38815,25.3093,19.36051628,17.74740083,0.5418385,0.5245384,0.4142153,0.5517602
1075697,-0.065,75,100,25,100,100,0,150,29.56065,27.8932,21.8439527,22.54522213,0.4728685,0.4709284,0.5725141,0.4597801
1090156,-0.07,175,125,150,25,125,0,150,12.60046,12.61142,27.18776551,29.20022341,0.3271165,0.6742212,0.556807,0.4427045
1090437,-0.065,175,100,175,25,125,0,150,24.1661,22.0323,29.09762815,29.33137791,0.477454,0.4452054,0.6340373,0.4219464
1097188,-0.06,125,125,100,100,125,0,150,28.2807,26.2874,24.00184287,23.95442886,0.4403887,0.4862938,0.5916713,0.4500313
1097596,-0.07,175,175,125,100,125,0,150,11.12839,11.29092,25.38149464,26.70394993,0.3741107,0.6299754,0.4416421,0.5540922
1112695,-0.05,50,25,125,50,150,0,150,20.81305,20.86227,27.5267654,26.33976944,0.6558448,0.3609316,0.5564719,0.4452721
1112874,-0.055,150,125,125,50,150,0,150,22.86375,20.24485,36.07689533,35.24992777,0.2176983,0.6491626,0.6672759,0.4091564
1115020,-0.05,75,75,100,75,150,0,150,29.36615,27.15175,25.2018252,25.04007831,0.4503178,0.4766175,0.6020201,0.4433761
1132066,-0.07,125,125,25,50,175,0,150,22.85105,21.6894,39.15622501,39.04222531,0.4790546,0.4969847,0.559861,0.4685999
1133033,-0.06,150,125,100,50,175,0,150,25.95025,27.20435,35.77514836,36.37258756,0.5268774,0.5088047,0.4474523,0.5309236
1133989,-0.055,125,125,175,50,175,0,150,5.071,6.0352,23.38177406,27.51148675,0.7545849,0.745112,0.2644486,0.6852692
1138663,-0.06,100,50,150,100,175,0,150,25.6667,28.2306,25.20316254,24.02355584,0.5123721,0.5547668,0.370256,0.5927583
1139653,-0.06,50,75,25,125,175,0,150,29.3555,27.52035,23.89583789,22.94180906,0.4557613,0.4867162,0.5799654,0.456291
1172312,-0.065,150,75,175,25,25,0,175,12.18848,12.25246,16.3087224,15.84772699,0.3436717,0.6806801,0.4499389,0.5492521
1179387,-0.065,125,100,125,100,25,0,175,15.56503,15.53148,13.99266784,12.7794778,0.1732635,0.8216067,0.4353875,0.5656101
1182312,-0.065,150,125,150,125,25,0,175,11.92189,11.96049,13.37895418,13.29845236,0.7978488,0.1905552,0.4385959,0.5599762
1183861,-0.07,100,100,75,150,25,0,175,8.838106,8.855339,14.6310541,14.0124201,0.7285532,0.2486127,0.4344624,0.5646774
1184872,-0.065,150,125,150,150,25,0,175,14.78573,15.1838,13.57911532,12.66866322,0.1588757,0.8551968,0.395739,0.5978632
1194426,-0.07,125,100,100,50,50,0,175,9.735463,9.718463,22.07000267,18.90412881,0.7192062,0.2810043,0.4445194,0.5562606
1195651,-0.07,50,75,0,75,50,0,175,28.6595,31.841,21.03532021,21.22546234,0.6319615,0.5068151,0.3869304,0.5701164
1195652,-0.065,50,75,0,75,50,0,175,28.6595,31.841,21.03532021,21.22546234,0.6319615,0.5068151,0.3869304,0.5701164
1195653,-0.06,50,75,0,75,50,0,175,28.6595,31.841,21.03532021,21.22546234,0.6319615,0.5068151,0.3869304,0.5701164
1195654,-0.055,50,75,0,75,50,0,175,28.6595,31.841,21.03532021,21.22546234,0.6319615,0.5068151,0.3869304,0.5701164
1195655,-0.05,50,75,0,75,50,0,175,28.6595,31.841,21.03532021,21.22546234,0.6319615,0.5068151,0.3869304,0.5701164
1195889,-0.055,25,25,25,75,50,0,175,28.3266,26.2848,14.34750501,14.23645868,0.4513955,0.481788,0.5895289,0.4529647
1196898,-0.06,75,50,100,75,50,0,175,12.7177,12.71816,15.61769159,15.41432774,0.6941009,0.2941085,0.5650466,0.4349345
1197263,-0.06,100,75,125,75,50,0,175,12.02075,12.03745,16.67195963,16.31955379,0.7173519,0.2742436,0.4498021,0.5495739
1199867,-0.065,125,100,125,100,50,0,175,14.5531,14.54817,15.83284842,15.67008471,0.2047704,0.7906165,0.5900715,0.4100237
1200232,-0.065,150,125,150,100,50,0,175,9.753414,9.764307,16.14954596,17.91966302,0.2643003,0.7272874,0.437631,0.5620727
1201781,-0.07,100,100,75,125,50,0,175,9.790479,9.7949,16.36143906,18.25767245,0.2752792,0.7193014,0.4278583,0.571996
1202191,-0.07,150,150,100,125,50,0,175,11.88593,11.8729,20.05597932,21.09389087,0.2178926,0.7702263,0.440167,0.5603556
1204341,-0.07,100,100,75,150,50,0,175,12.01612,12.09681,16.28565437,16.3501107,0.2549391,0.7432096,0.4044019,0.5963991
1204751,-0.07,150,150,100,150,50,0,175,12.83658,12.85053,20.17994996,20.47802159,0.2261812,0.770942,0.5602853,0.4390858
1207912,-0.065,150,125,150,175,50,0,175,14.07686,14.09902,16.43688221,15.87067781,0.2259648,0.7640951,0.5811009,0.4179751
1214906,-0.07,125,100,100,50,75,0,175,10.51171,10.5041,21.93387949,24.77027292,0.3031366,0.6907727,0.4448876,0.5555992
1215832,-0.065,150,75,175,50,75,0,175,25.42175,26.542,19.15633302,18.90026812,0.4972553,0.5476942,0.4342891,0.5465733
1217232,-0.065,150,150,75,75,75,0,175,27.62145,26.5854,27.39453106,27.02149753,0.4899127,0.4607679,0.5532003,0.4675497
1220026,-0.07,125,100,100,100,75,0,175,32.5274,30.69405,15.72978706,16.24006125,0.5002644,0.4316569,0.5879136,0.4452231
1220111,-0.07,150,150,100,100,75,0,175,10.39255,10.37568,24.48871706,22.6774687,0.7097302,0.2897972,0.4501097,0.5506225
1221573,-0.06,50,75,25,125,75,0,175,24.75535,25.63745,17.00118444,16.79373929,0.4992658,0.5649119,0.4475075,0.5365466
1222671,-0.07,150,150,100,125,75,0,175,12.001,11.98746,22.21494382,22.83796942,0.2922256,0.7055613,0.4488015,0.5517366
1223036,-0.07,175,175,125,125,75,0,175,9.580864,9.60205,23.82057637,21.48595888,0.6875872,0.3075369,0.4493853,0.5496301
1228027,-0.065,125,100,125,175,75,0,175,28.03705,30.2037,14.57268633,14.65343922,0.5498225,0.5266209,0.408892,0.5595096
1233151,-0.07,150,100,125,25,100,0,175,12.18354,12.23761,28.08730856,31.20178758,0.3006407,0.7057801,0.4356478,0.56252
1233516,-0.07,175,125,150,25,100,0,175,10.84727,10.8363,30.01787996,25.07641868,0.6976454,0.3050711,0.4428507,0.5575971
1234467,-0.065,125,125,25,50,100,0,175,31.13545,34.1048,35.53647229,35.88337304,0.5524282,0.5457296,0.3834299,0.5800029
1236353,-0.06,150,100,175,50,100,0,175,25.92825,28.90745,23.32924112,23.22247815,0.595609,0.507492,0.3774754,0.5791521
1237712,-0.065,150,150,75,75,100,0,175,24.294,22.56345,28.16457036,28.15809153,0.4850292,0.4514425,0.5922255,0.4499609
1238356,-0.07,175,150,125,75,100,0,175,15.18545,15.14023,25.10311968,25.09798779,0.2661541,0.7251624,0.4453295,0.5571141
1242874,-0.055,150,175,75,125,100,0,175,26.6903,27.8338,29.71102971,29.61311086,0.5237034,0.5196703,0.4483398,0.5324519
1253631,-0.07,150,100,125,25,125,0,175,12.66811,12.65345,29.85387171,33.0343284,0.3245056,0.685798,0.5534462,0.4471911
1253996,-0.07,175,125,150,25,125,0,175,11.31129,11.3297,32.43298934,27.05771834,0.6950203,0.3134472,0.5548181,0.4443134
1254856,-0.07,75,75,25,50,125,0,175,6.8362,29.211,34.15191623,29.23955653,0.007899125,0.5085858,-0.01080757,1.046181
1256833,-0.06,150,100,175,50,125,0,175,21.3837,22.88535,24.99184184,24.90309883,0.5972961,0.4883998,0.4203191,0.5501644
1261997,-0.065,175,125,175,100,125,0,175,27.0438,25.6338,22.57287032,22.832949,0.4648718,0.4997269,0.5587154,0.4704147
